gene,fc_PG_vs_NN,p_PG_vs_NN,fc_SS_vs_NN,p_SS_vs_NN
SRGAP3-AS2,0.1081,0.086944,0.1296,0.06721
LOC101927854,0.1446,0.019787,0.2805,0.008361
IQCJ-SCHIP1-AS1,0.0264,0.16154,0.0,nan
ERICH6-AS1,-0.0254,0.920949,-0.3307,0.209988
KRBOX1-AS1,0.0483,0.150558,0.0119,0.322778
LINC02158,0.2534,0.29646,0.5469,0.044509
MIR570HG,-1.4809,7.4e-05,-1.3866,0.00012
PAQR9-AS1,0.0,nan,0.0,nan
LINC02614,0.1451,0.60865,0.0704,0.806637
LINC01471,0.0,nan,0.0,nan
GATA2-AS1,0.4194,0.048317,0.5253,0.021732
LINC01487,0.0785,0.135566,0.0078,0.322778
LOC101928323,0.0214,0.669001,-0.0293,0.500959
LOC101928739,-0.0344,0.343436,-0.0236,0.526739
LINC02037,0.0,nan,0.0,nan
LINC02036,0.0,nan,0.0,nan
LOC102723582,0.0189,0.161239,0.0,nan
CCR5AS,1.3635,0.0,1.2613,1e-06
LOC102724604,0.0266,0.1907,0.0,nan
LINC02043,0.066,0.725038,-0.0458,0.801005
LINC01322,0.0118,0.321537,0.0,nan
LINC01565,0.0382,0.606954,0.0112,0.881208
SATB1-AS1,0.228,1.7e-05,0.1099,0.021394
IGF2BP2-AS1,0.349,0.085715,0.6235,0.005036
LOC101929579,0.0,nan,0.0,nan
LINC01327,0.0094,0.321537,0.0,nan
LINC01324,0.0,nan,0.0,nan
P3H2-AS1,0.0,nan,0.0,nan
ZBTB20-AS3,-0.1465,0.412965,-0.1149,0.521645
FOXP1-AS1,0.5524,0.032481,0.4873,0.058965
KCNMB2-AS1,-0.2779,0.367661,-0.2406,0.434228
MIR548BB,0.0,nan,0.0,nan
MIR466,0.0,nan,0.0,nan
GRM7-AS2,0.0,nan,0.0,nan
LINC01063,-0.0444,0.656631,-0.08,0.436973
ARF4-AS1,-0.2985,0.13247,-0.2999,0.132173
LINC02027,-0.0296,0.64771,-0.034,0.661908
LINC02053,0.0,nan,0.0566,0.322778
LINC01981,0.0882,0.223082,0.0534,0.322778
TMEM14EP,1.78,1.4e-05,1.627,2.4e-05
SNORD136,0.0,nan,0.0,nan
SNORA93,0.0,nan,0.0187,0.322778
SNORA94,0.0,nan,0.0093,0.322778
SNORA95,0.0,nan,0.0,nan
SGO1-AS1,0.0,nan,0.0,nan
HTR3E-AS1,0.0,nan,0.0239,0.322778
OSTN-AS1,-0.0487,0.343436,-0.0487,0.343436
FCF1P2,0.6594,0.101095,0.5147,0.192132
FAM3D-AS1,0.0335,0.047541,0.0,nan
MECOM-AS1,0.3981,0.005329,0.4357,0.005816
RARB-AS1,-0.0633,0.343436,-0.0548,0.412098
LINC02032,0.0,nan,0.0,nan
LINC01983,0.0,nan,0.0,nan
LINC01995,0.0085,0.321537,0.0098,0.322778
LINC02011,0.1267,0.0518,0.104,0.255198
BFSP2-AS1,0.1829,0.000591,0.1151,0.017577
SEMA3F-AS1,-0.2177,0.69083,-0.2252,0.681895
LOC101929054,0.0652,0.519773,-0.0004,0.996312
LOC105377162,0.0268,0.321537,0.0129,0.322778
LOC105377146,0.0241,0.209313,0.0148,0.322778
LOC105377143,0.0,nan,0.0,nan
FLNB-AS1,0.1408,0.079816,0.1015,0.268081
LOC105377102,-0.6156,0.002294,-0.5912,0.005435
LOC105376975,0.0,nan,0.0111,0.322778
LINC01991,0.3648,0.078121,0.1648,0.398288
LOC105374194,0.0,nan,0.0,nan
LINC02029,0.2284,0.011268,0.0146,0.322778
LOC105374060,0.0754,0.064493,0.1037,0.159804
LOC101929411,0.0,nan,0.013,0.322778
DENND6A-DT,0.2893,0.000145,0.2308,0.000148
LOC101929130,0.1481,0.677518,0.0338,0.923495
SLC7A14-AS1,-0.1529,0.412621,-0.1739,0.346674
LINC02010,0.0,nan,0.0,nan
LINC02070,0.0149,0.321537,0.0,nan
LINC02049,0.0,nan,0.0108,0.322778
LOC101926968,0.0,nan,0.0,nan
LINC02000,0.0172,0.178225,0.0079,0.322778
UBE2E2-AS1,0.0149,0.321537,0.0,nan
LOC101928166,0.0643,0.46881,0.0074,0.9283
LINC02028,-0.0256,0.897921,-0.2697,0.174938
LOC105374297,0.13,0.001162,0.1336,0.0035
LOC105374313,0.0,nan,0.0,nan
LINC02022,0.0,nan,0.0,nan
LINC02618,-0.0995,0.559634,-0.0767,0.655895
LINC01988,0.0179,0.166247,0.0,nan
MORC1-AS1,0.0085,0.321537,0.0093,0.322778
CHL1-AS2,-0.4827,0.026287,-0.4547,0.034399
MAGI1-IT1,-0.2524,0.315056,-0.159,0.542357
TNK2-AS1,-0.1791,0.673227,-0.0894,0.836641
LINC02012,-0.5907,0.053958,-0.3373,0.25424
SNORD13J,0.3356,0.020066,0.0041,0.921395
SNORD38C,0.7301,0.034251,0.6605,0.052489
SNORA63D,0.0264,0.083567,0.0254,0.322778
SNORD19C,0.0,nan,0.0141,0.322778
SNORA63E,0.0879,0.005898,0.0507,0.322778
SNORA63B,0.0109,0.321537,0.0,nan
SNORD155,0.0,nan,0.0,nan
SNORD146,0.0,nan,0.0,nan
FAM157A,0.7941,0.001579,0.655,0.008808
LNCSRLR,0.559,0.009463,0.3612,0.084035
LINC01980,0.0071,0.321537,0.0,nan
LINC02077,0.0,nan,0.0,nan
LINC02005,0.0512,0.010065,0.1312,0.029912
LINC02024,0.0146,0.321537,0.0119,0.322778
LINC02021,0.1208,0.008384,0.1351,0.018309
LINC02014,0.1921,0.023388,0.1516,0.081413
LINC02004,-0.1418,0.188624,-0.0437,0.686433
LINC02046,0.0,nan,0.0137,0.322778
LINC02006,0.3656,1.3e-05,0.1917,0.00693
LINC02068,0.0099,0.321537,0.051,0.051183
LINC02041,0.041,0.02853,0.0079,0.322778
LINC02038,0.0372,0.06306,0.0119,0.322778
PLCH1-AS2,0.0,nan,0.0,nan
HHATL-AS1,0.0,nan,0.0,nan
SRGAP3-AS4,0.0,nan,0.0,nan
LINC01972,0.0354,0.177106,0.0669,0.249072
LINC01985,-0.3689,0.031116,-0.266,0.116565
PRSS46P,0.0,nan,0.0,nan
LINC02033,0.1383,0.00183,0.2085,0.001884
LINC02017,0.0,nan,0.0,nan
LINC02050,-0.2105,0.343436,-0.2105,0.343436
LINC02008,0.0158,0.182912,0.0,nan
LINC02025,0.0,nan,0.0,nan
LOC105374042,-0.2717,0.376506,-0.1604,0.605495
SCAANT1,0.0322,0.658649,0.0399,0.580654
TRIM59-IFT80,0.3819,0.100494,0.3503,0.128197
UC.134,0.9493,0.011118,0.5928,0.087921
PRSS42P,0.0,nan,0.0145,0.322778
LOC100130207,-0.4403,0.523067,-0.4037,0.562244
CD200R1L-AS1,0.0,nan,0.0,nan
LOC339902,0.0,nan,0.0,nan
LOC152048,-0.5013,0.132212,-0.4718,0.160288
NMRAL2P,-0.3269,0.508185,0.2783,0.586671
LINC02009,0.814,0.006686,0.6495,0.027277
LINC02018,-0.085,0.744342,-0.0939,0.719594
LINC02020,0.0,nan,0.0,nan
ATRIP-TREX1,-0.2466,0.357655,-0.0821,0.75752
LOC105374312,0.0,nan,0.0,nan
TBILA,-0.9158,0.005646,-0.0545,0.856663
ZKSCAN7-AS1,0.0128,0.161787,0.0141,0.322778
PRSS44P,0.0561,0.020026,0.0098,0.322778
PRSS43P,-0.165,0.357816,-0.1959,0.27829
PRSS45P,-0.1624,0.09421,-0.0448,0.665453
LOC107986163,-0.1763,0.47859,-0.2802,0.268546
C3orf79,0.0167,0.877264,-0.0392,0.667986
LINC02054,-0.0364,0.806204,-0.0978,0.476032
ARIH2OS,-0.1247,0.595335,-0.2746,0.250739
LOC339862,0.0837,0.006276,0.0834,0.137136
C3orf36,0.0065,0.964945,0.3751,0.038175
MIR9900,0.0,nan,0.0,nan
MIR6529,0.0,nan,0.0,nan
MIR12124,0.0,nan,0.0254,0.322778
MIR12127,0.0,nan,0.0,nan
AGA,-0.7223,0.044615,-0.5702,0.121018
CNGA1,-1.9065,0.0,-1.6439,0.0
F11,0.0186,0.182868,0.1144,0.102802
FABP2,0.2201,0.000144,0.2707,0.004431
FGFR3,-2.0096,1e-06,-1.3166,0.0002
HTN3,-0.3752,0.184582,-0.3752,0.184582
IDUA,-0.4377,0.411168,-0.4757,0.376195
CFI,0.4376,0.305618,0.0404,0.926085
KIT,-1.5369,0.000325,-1.2356,0.001893
SGCB,-0.4358,0.038814,-0.4873,0.016741
MTTP,-0.1121,0.851765,-0.4878,0.417053
PDE6B,-0.1823,0.65529,-0.4564,0.282924
PKD2,-0.0332,0.852338,-0.1209,0.500858
QDPR,-0.5198,0.094764,-0.2746,0.381388
PITX2,-1.0835,0.037938,-1.4263,0.009557
SNCA,-1.5207,5e-06,-1.1783,8.6e-05
GNRHR,1.5859,0.000148,1.2078,0.001695
ALB,-1.391,0.067259,-1.3791,0.069478
FGA,0.037,0.05365,0.0743,0.053245
FGG,0.0199,0.180892,0.0,nan
SPP1,5.9319,5.8e-05,5.3266,0.000143
GC,0.0,nan,0.0,nan
CXCL8,6.1036,0.0,4.4477,5e-06
IL15,1.183,0.013209,1.2764,0.009143
IL2,0.0136,0.161129,0.0085,0.322778
RPL9,-1.026,0.000284,-0.9917,0.000367
ADH1A,-0.0516,0.433223,-0.0622,0.343436
ADH1B,-6.1007,0.0,-4.5345,0.0
ADH1C,-0.1929,0.129579,-0.1768,0.16619
ADH4,-0.3916,0.128824,-0.2529,0.321886
ADH5,-0.282,0.246259,-0.1173,0.623728
ADH6,-0.4724,0.289919,-0.2963,0.496286
ADH7,-0.2485,0.151736,-0.163,0.352147
ADRA2C,-2.6697,1e-06,-1.8347,4.2e-05
CCKAR,-0.0078,0.959006,-0.0936,0.525619
DCK,0.2484,0.626328,0.1448,0.77602
DRD5,0.0609,0.15927,0.0342,0.083446
GABRA2,-0.1386,0.461395,-0.1881,0.309554
GABRA4,-0.2899,0.408316,-0.3022,0.397171
GABRB1,-0.0665,0.90883,-0.1359,0.815364
GLRB,-2.4447,6.1e-05,-2.1493,0.000149
GRIA2,-1.4649,0.051633,-1.2611,0.087233
GUCY1A1,1.0362,0.000631,-0.0843,0.780561
GUCY1B1,1.8477,0.001114,0.8416,0.084924
HPGD,-0.6339,0.000855,-1.1091,0.0
KLKB1,0.105,0.514198,0.0166,0.915276
NR3C2,-1.8921,0.000714,-1.8162,0.000946
NPY1R,-3.0513,0.0,-2.3604,0.0
NPY2R,0.049,0.220243,0.0375,0.171754
POLR2B,0.0162,0.942317,-0.2203,0.334719
PPP3CA,-0.3662,0.01881,-0.3474,0.024969
RPL34,-0.7179,0.037276,-0.7419,0.031851
SLC2A9,1.0597,0.0,0.6359,0.00091
C4orf3,0.1451,0.28038,-0.0287,0.833389
SMAD1,-0.6878,0.000813,-0.6126,0.00088
HNRNPD,0.0887,0.127607,0.094,0.107089
GRK4,0.3038,0.489087,0.0352,0.935837
MTHFD2L,-0.1661,0.453757,-0.2773,0.266399
FGFRL1,-0.5468,0.179854,-0.4167,0.317155
FRG2,0.0,nan,0.0,nan
RPS3A,-0.6086,0.030245,-0.7611,0.009987
FAM149A,-2.1432,0.000617,-2.0743,0.000736
KLHL5,0.8393,0.000778,0.5987,0.008279
CISD2,0.399,0.029791,0.6482,0.001602
C4orf46,0.2607,0.299415,0.34,0.231705
STATH,-0.0957,0.343436,-0.0957,0.343436
MFAP3L,-2.001,0.0,-1.6916,0.0
SH3D19,-1.501,0.0,-1.459,0.0
RCHY1,0.3014,0.652937,0.0006,0.999347
TECRL,-0.3036,0.110984,-0.187,0.33108
PDLIM5,-0.3176,0.026958,-0.426,0.004946
TRIM61,0.0,nan,0.0166,0.159702
CTBP1,-0.2392,0.285121,-0.1944,0.382545
DCTD,-0.6349,0.007927,-0.5044,0.023822
DDX60L,2.8726,0.0,2.8019,0.0
FBXW7,-0.6021,0.001058,-0.3563,0.032665
FAM53A,-0.3682,0.158479,-0.3068,0.237638
OCIAD2,-0.0292,0.9707,-0.038,0.961905
CPZ,-1.473,0.002778,-1.7941,0.000369
CRMP1,-0.2508,0.377846,-0.3448,0.229415
FAM13A,-0.3086,0.071223,-0.3899,0.038572
MSMO1,-0.7391,0.015095,-0.6157,0.038909
TLR10,2.6878,0.0,1.7947,0.0
MAEA,0.3293,0.123955,0.3158,0.147485
RAB28,-0.6057,0.003915,-0.5981,0.008916
LRRC66,0.3078,0.065533,0.1832,0.262753
EXOC1,0.2484,0.00848,0.3245,0.001308
CSN1S1,-0.6115,0.086398,-0.3019,0.395242
ARFIP1,0.1533,0.416618,0.0421,0.845731
ARHGAP24,0.991,0.032624,0.3979,0.366324
SOWAHB,-0.6618,0.057061,-0.6847,0.05028
DCAF4L1,0.6345,0.162883,0.6733,0.144327
SLC10A7,1.5352,0.005335,1.3883,0.010021
GASK1B,1.1173,1.4e-05,1.0609,2.7e-05
GSTCD,-0.4201,0.208206,-0.3471,0.2873
DNAJB14,0.5568,0.015439,0.5436,0.017238
YTHDC1,0.0344,0.760692,-0.044,0.69358
NPNT,-0.6325,0.231295,-1.1021,0.048636
EXOSC9,0.0991,0.596787,0.2612,0.145828
GALNTL6,0.019,0.740524,-0.0088,0.824055
KCNIP4,0.0277,0.093309,0.0,nan
RUFY3,-0.0251,0.895164,0.1866,0.330236
SCD5,-1.1065,1e-06,-1.235,0.0
ZNF718,-0.5166,0.160658,-0.5349,0.153886
MAP9,1.2231,0.008811,0.67,0.112262
ABHD18,-0.2235,0.700596,-0.0574,0.922619
NSG1,-1.8762,0.0,-1.3848,1e-06
CEP44,-0.5247,0.00151,-0.3084,0.035617
SPOCK3,-0.0144,0.70575,-0.0226,0.547885
PAQR3,0.6884,0.014009,0.6184,0.024231
DCLK2,-0.4939,0.026656,-0.8445,0.002054
DCUN1D4,-0.0612,0.832619,-0.31,0.301488
DEFB131A,0.0085,0.321537,0.0,nan
ABCE1,0.3797,0.057558,0.4214,0.039833
NAAA,-0.5619,0.009317,-0.5037,0.020944
NSD2,0.621,0.001916,0.5722,0.00362
GLRA3,-0.2125,0.545684,-0.2157,0.539766
PIGY,-0.1546,0.346153,-0.1705,0.29246
MSANTD1,0.0861,0.275145,0.057,0.495482
SEC24B,0.0019,0.99161,-0.1428,0.497964
CCDC158,-0.1237,0.595754,-0.0874,0.707346
TACR3,-0.1806,0.272056,-0.1832,0.266014
UGT2B11,-0.3103,0.500392,-0.1089,0.814524
UGT2B7,-0.1134,0.440857,0.038,0.810566
UGT2B10,0.0,nan,0.0,nan
UGT2B15,-0.0961,0.212296,-0.0535,0.547032
UGT2B17,0.1468,0.003584,0.0129,0.322778
SEC31A,0.2473,0.081202,0.1016,0.434572
PAICS,-0.1546,0.199936,-0.0154,0.898315
CLRN2,0.0,nan,0.0,nan
OCIAD1,0.2611,0.309733,0.1401,0.623128
DMP1,0.0733,0.086474,0.0667,0.094658
GRXCR1,0.0181,0.321537,0.0,nan
TENM3,1.1297,0.027014,-0.5952,0.209547
SHISA3,-1.2777,0.000384,-1.1269,0.000929
TMEM150C,-0.4294,0.021753,-0.8513,0.00036
CC2D2A,-0.522,0.00989,-0.593,0.007987
C4orf51,-0.0957,0.343436,-0.06,0.55925
PDE5A,-0.6646,0.228461,-0.6316,0.2519
BANK1,0.8734,0.054001,0.1331,0.752008
PSAPL1,-3.3235,0.0,-2.1569,6e-06
RELL1,-0.2206,0.400961,-0.1875,0.47461
GRSF1,-0.1186,0.045612,0.019,0.762614
SLC4A4,-0.9668,0.131674,-0.9728,0.129852
HPSE,2.8314,0.000144,2.416,0.000418
RBM47,1.6452,2e-06,1.5658,3e-06
PRDM8,0.7011,0.107371,0.4051,0.35366
JAKMIP1,0.0947,0.874168,-0.237,0.692098
C4orf33,-0.2592,0.390633,0.0274,0.92395
TMEM192,-1.1672,3e-06,-0.9695,2.3e-05
PDS5A,0.1395,0.164429,0.1586,0.132048
RAP1GDS1,-0.2752,0.188145,-0.4669,0.060481
KIAA0232,0.7157,0.001264,0.5614,0.006812
SLC9B1,-0.5041,0.031841,-0.5468,0.022177
ACOX3,0.0904,0.553001,0.1279,0.406201
INPP4B,0.3476,0.072358,-0.1656,0.363583
ALPK1,0.9692,0.000127,0.9664,0.000125
OTUD4,0.2852,0.075482,0.3483,0.037443
C4orf19,-0.1936,0.665028,-0.8839,0.06769
ATP8A1,-0.0812,0.844298,-0.1732,0.680581
UGT2A2,-0.5751,0.096143,-0.5193,0.130568
FAM160A1,-0.5897,0.041425,-0.3063,0.248489
UBE2K,0.5005,0.001633,0.4684,0.002639
CLDN22,0.6286,0.002585,0.4311,0.030566
LIMCH1,-1.6338,0.0,-1.0313,0.001468
TBC1D14,0.8537,0.136157,0.8032,0.155417
PDLIM3,-1.168,0.101475,-1.5959,0.033496
C4orf47,-0.0004,0.99905,-0.0084,0.980618
TMPRSS11A,0.6135,0.000161,0.2508,0.041434
PABPC4L,0.352,0.209043,-0.1454,0.592918
LIN54,0.7317,0.298147,0.7019,0.31608
ADD1,-0.64,1e-06,-0.5343,4e-06
MFSD10,0.432,0.025022,0.4135,0.032267
SH3BP2,-1.1482,0.000191,-0.9966,0.00061
LNX1,-0.2184,0.156822,-0.1028,0.486659
PIGG,-0.1277,0.787622,-0.0514,0.914624
TET2,1.0045,0.00731,0.8823,0.014684
TMEM129,-0.6469,0.0,-0.5918,0.000225
ANK2,-3.2946,2.5e-05,-1.5563,0.011768
UGT8,-0.2771,0.32124,0.1239,0.6746
SPARCL1,-0.3743,0.127271,-0.6877,0.013725
SPON2,-0.7327,0.03498,-0.9737,0.00808
AP1AR,0.4354,0.049481,0.4,0.074006
FSTL5,-0.1006,0.415802,-0.117,0.343436
SMARCAD1,-0.372,0.002407,-0.355,0.003028
GBA3,0.0,nan,0.0252,0.322778
TNIP3,3.5962,4.5e-05,2.5142,0.00091
NAF1,-0.4029,0.190153,-0.2459,0.408775
SYNPO2,-2.5385,0.0,-2.2387,0.0
ART3,-0.7533,0.044232,-0.506,0.164377
TRIM2,-1.3064,6.4e-05,-1.5944,1.2e-05
ABLIM2,-0.1219,0.754402,0.5537,0.179176
CLGN,-0.1511,0.510327,-0.0239,0.91918
EIF4E,0.0464,0.752943,0.1755,0.255606
HMGB2,1.217,0.000172,1.0182,0.001034
TRPC3,0.711,0.343025,0.1259,0.863703
ADAM29,0.0,nan,0.0,nan
LEF1,1.5458,0.006657,0.671,0.191935
PLAC8,2.3403,2.1e-05,2.5318,7e-06
ELOVL6,-0.7316,0.002153,-0.3056,0.126569
CCDC149,-0.4701,0.389865,-0.09,0.870241
PACRGL,-0.3154,0.49556,-0.3029,0.518926
LDB2,-0.903,0.138377,-0.9713,0.114388
TMEM131L,1.3228,7.7e-05,1.1651,0.000227
RNF212,-0.3672,0.32366,-0.7754,0.047712
AFM,-0.0838,0.474869,-0.1497,0.20287
AFP,0.0,nan,0.0,nan
USP46,-0.2792,0.186649,-0.3569,0.127797
AFAP1,0.6142,0.172801,0.3312,0.459032
TRMT10A,0.3915,0.397253,0.4718,0.310782
FIP1L1,0.3207,0.041211,0.3491,0.029414
SLC39A8,2.2268,0.0,2.356,0.0
C1QTNF7,-3.1402,0.0,-3.0251,0.0
HSD17B13,-1.3056,0.005546,-1.1613,0.011072
SGMS2,0.3205,0.048652,0.4877,0.006188
DTHD1,0.6907,7e-06,0.3843,0.002128
FAM47E,-0.7361,0.052133,-0.6515,0.080036
ZNF732,0.101,0.559966,-0.0309,0.856573
C4orf48,1.1464,0.01956,0.9747,0.039714
AIMP1,-0.1218,0.378296,0.0115,0.931883
INTS12,-0.5388,0.003236,-0.4037,0.021559
DCHS2,-0.0209,0.94664,-0.0772,0.804018
NPFFR2,0.0145,0.321537,0.0,nan
NWD2,0.2255,0.387378,0.1375,0.594904
MUC7,-0.2813,0.103659,0.1362,0.531486
CCSER1,0.1146,0.762446,-0.1684,0.652755
FAM200B,-0.4087,0.023896,-0.3756,0.033963
CCDC110,-0.1251,0.683577,-0.1569,0.610432
SMIM20,-0.4286,0.13298,-0.3067,0.270054
HOPX,-2.0846,0.0,-1.6299,0.0
SORBS2,-2.8084,0.001257,-1.9563,0.012192
LYAR,1.0497,0.041565,1.2765,0.017199
ANTXR2,0.2133,0.268444,0.2682,0.172849
PROM1,0.3744,0.003985,0.3542,0.00753
WFS1,-1.3873,0.0,-1.4434,0.0
ETNPPL,0.0,nan,0.0,nan
SLC25A4,-2.1841,0.0,-1.7953,0.0
SCOC,-0.0674,0.747669,0.0769,0.673159
ANXA5,0.1287,0.451954,0.3701,0.047381
ADAD1,0.0,nan,0.0,nan
BEND4,-0.0955,0.603503,-0.2802,0.117205
EMCN,-1.4307,0.0,-1.4991,0.0
KLHL2,0.7501,0.022367,0.5431,0.113318
TNIP2,0.9092,0.001661,1.0703,0.000453
TBCK,-0.1214,0.786348,-0.001,0.998212
DOK7,-0.9871,0.025968,-0.881,0.042242
HERC6,0.8251,0.002674,1.5477,7e-06
NFKB1,1.0614,0.000216,0.9735,0.000413
APBB2,-1.0631,4e-06,-1.4633,0.0
EDNRA,1.3763,0.000229,0.3697,0.21277
PALLD,0.1518,0.179071,-0.0457,0.677069
FRAS1,-1.2241,0.000923,-0.533,0.117235
EVC2,0.3159,0.400388,-0.1331,0.727703
LCORL,0.5897,0.029392,0.7694,0.007352
MARCHF1,1.7543,0.0,1.829,0.0
AFF1,0.345,0.250494,0.2265,0.452768
ANKRD50,-0.3611,0.003456,-0.5137,7.3e-05
FREM3,0.2632,0.001675,0.2011,0.012001
STIM2,0.4197,0.001315,0.3959,0.001917
ZFYVE28,1.0003,0.057043,1.2621,0.022151
PCDH7,-0.3385,0.250664,-0.2649,0.336689
CPEB2,-0.0376,0.851375,-0.1144,0.627512
SLC34A2,0.1325,0.008881,0.2471,0.00788
BBS12,-0.3414,0.251547,-0.1069,0.717434
EGF,-0.8999,0.026487,-0.8384,0.036327
MEPE,0.0,nan,0.0,nan
UGDH,0.3843,0.215979,0.5408,0.096568
HADH,-1.0869,0.0,-0.8433,0.0
FGB,0.0,nan,0.0195,0.322778
NDUFC1,-0.2634,0.274623,-0.2202,0.364111
RNF4,-0.3872,0.076325,-0.3851,0.082309
CLDN24,0.0,nan,0.0,nan
NKX3-2,-0.2199,0.291081,-0.2749,0.200907
PLK4,0.6654,0.023883,0.7053,0.021137
CFAP99,0.0132,0.321537,0.0,nan
REST,0.5098,1e-06,0.4227,1.1e-05
FBXL5,0.7092,0.000105,0.5897,0.000504
GIMD1,0.0,nan,0.0,nan
LRBA,-0.7496,0.000415,-0.8077,0.000211
NEK1,0.7248,0.20228,0.7531,0.183018
BMP3,-1.6193,0.021646,-1.4824,0.033325
PLRG1,-0.0067,0.954738,0.068,0.5582
BMPR1B,-0.2451,0.587355,-0.3534,0.443901
SCARB2,0.2152,0.134386,0.4138,0.010458
MGST2,-0.6923,0.013931,-0.4192,0.118266
RFC1,0.021,0.909049,-0.025,0.891099
TLL1,-0.4989,0.259174,-0.2733,0.523503
ODAPH,0.1007,0.044074,0.1243,0.069642
PPP2R2C,-0.0732,0.760238,0.2067,0.228453
CFAP299,0.0,nan,0.0,nan
HNRNPDL,0.0438,0.799345,0.237,0.211721
UGT2B28,0.0,nan,0.0,nan
IL21,0.8591,0.002947,0.2601,0.287942
CAMK2D,0.3821,0.051129,0.5902,0.00447
CASP6,-0.5089,0.009862,-0.3773,0.043793
CCNA2,0.8458,4.1e-05,0.9041,2e-05
USP17L25,0.0,nan,0.0,nan
USP17L24,0.0,nan,0.0,nan
USP17L26,0.0,nan,0.0,nan
USP17L5,0.0,nan,0.0,nan
USP17L27,0.0,nan,0.0,nan
USP17L28,0.0,nan,0.0,nan
USP17L29,0.0,nan,0.0,nan
ERVMER34-1,0.7875,0.009135,0.7388,0.013689
ARHGEF38,0.0973,0.569817,0.2186,0.24027
FAM47E-STBD1,0.405,0.255825,0.4066,0.258211
CLCN3,0.2129,0.060209,0.0414,0.675526
LAMTOR3,0.5072,0.048301,0.4823,0.054949
MOB1B,1.2312,9.2e-05,0.9841,0.000585
NUDT9,-0.0461,0.934901,0.1339,0.814584
UGT2A1,-1.0065,0.047064,-0.9149,0.067788
RXFP1,0.1089,0.094022,0.0,nan
IGFBP7,0.5167,0.184212,0.1865,0.618825
MND1,0.2847,0.450781,0.4435,0.255264
TBC1D1,1.1953,0.022464,1.028,0.042247
COL25A1,-1.4672,0.001119,-1.4687,0.001104
GPAT3,0.6003,0.136853,0.7206,0.083126
THEGL,-0.3247,0.230709,-0.3062,0.26152
FAM193A,0.1505,0.271984,0.253,0.146724
ANAPC10,0.3232,0.672871,0.115,0.881738
USP17L10,0.0,nan,0.0,nan
USP17L12,0.0,nan,0.0,nan
USP17L11,0.0,nan,0.0,nan
USP17L13,0.0,nan,0.0,nan
USP17L17,0.0,nan,0.0,nan
USP17L18,0.0,nan,0.0,nan
USP17L19,0.0,nan,0.0,nan
USP17L20,0.0,nan,0.0,nan
USP17L21,0.0,nan,0.0,nan
USP17L22,0.0,nan,0.0,nan
USP17L30,0.0,nan,0.0,nan
USP17L15,0.0,nan,0.0,nan
ABCG2,-0.2365,0.478443,-0.2344,0.48519
COPS4,-0.7465,0.000285,-0.5766,0.002981
TRIM60,0.0,nan,0.0,nan
SPRY1,-1.242,0.0,-1.1335,0.0
GPM6A,-1.8396,0.024439,-1.889,0.021744
CDS1,-1.1383,0.0,-0.6887,3e-05
LARP7,0.2509,0.081869,0.4105,0.00772
SRP72,-0.0011,0.990212,0.0419,0.67106
OSTC,0.6927,0.00317,0.5861,0.008855
CLOCK,0.3429,0.019254,0.3702,0.011555
RASSF6,-0.0264,0.953204,-0.1391,0.757745
GNPDA2,-0.4582,0.104134,-0.4821,0.102573
EPGN,3.7907,0.0,3.2867,0.0
HERC3,0.0735,0.557942,0.0267,0.835338
SPINK2,0.0,nan,0.0513,0.322778
MRFAP1,-0.41,0.096309,-0.3278,0.17198
ELF2,0.4453,0.025577,0.4077,0.024713
RBM46,-0.2734,0.555123,-0.1653,0.724822
MGAT4D,0.0,nan,0.0,nan
RHOH,4.1827,0.0,2.9185,0.0
CORIN,-1.3527,0.013964,-1.0517,0.044293
LIAS,-0.5413,0.012718,-0.341,0.089036
NUP54,0.129,0.485863,0.1343,0.477075
LARP1B,0.0462,0.730908,0.0021,0.98819
NFXL1,1.6168,0.009139,1.3732,0.021765
ETFDH,-0.2399,0.363945,-0.2237,0.426735
EPHA5,-0.4749,0.19196,-0.4527,0.212515
PRKG2,-2.4182,0.002655,-2.144,0.005439
ZNF595,-0.9062,0.134298,-0.7192,0.229903
AASDH,0.1305,0.567602,0.1026,0.681294
AADAT,-0.3751,0.418854,-0.5511,0.243273
ACSL1,0.421,0.221615,0.3064,0.365904
AMTN,0.0911,0.47004,-0.0327,0.738317
CENPE,2.8331,1.3e-05,2.6963,1.7e-05
ANAPC4,0.1102,0.64206,0.2376,0.320927
ANKRD17,0.0824,0.182295,0.0583,0.316095
CNOT6L,-0.2006,0.029456,-0.225,0.020049
CWH43,-0.7341,0.004256,-0.5219,0.012383
GRID2,-0.4077,0.148227,-0.4019,0.153636
JADE1,-0.9485,0.0,-0.8894,5e-05
SDAD1,0.0549,0.576705,0.1919,0.056044
SLIT2,-1.7026,0.0,-1.3317,0.0
USO1,0.2159,0.074369,0.1546,0.180312
NKX1-1,0.0,nan,0.0,nan
USP38,0.4224,0.12914,0.1998,0.475263
FAT4,0.1954,0.650811,-0.1272,0.777857
FGF5,0.3445,0.000131,0.0679,0.111369
ING2,0.2397,0.25817,0.4012,0.074938
NOP14,0.4197,0.000173,0.5302,9e-06
ZNF330,0.2318,0.205944,0.2875,0.131768
KLHL8,0.3726,0.007506,0.3707,0.007431
ENOPH1,-0.1222,0.328789,-0.0001,0.999179
